Gene_ID	Gene
ENSG00000234298	['TCEB3CL']
ENSG00000234409	['AC006547.14']
ENSG00000234414	['RBMY1A1', 'RBM1', 'RBM2', 'YRRM1', 'YRRM2']
ENSG00000234438	['KBTBD13', 'hCG_1645727', 'NEM6']
ENSG00000234444	['ZNF736']
ENSG00000234465	['PINLYP']
ENSG00000234469	['AC002365.1']
ENSG00000234511	['C5orf58']
ENSG00000234545	['FAM133B', 'MGC40405']
ENSG00000234560	['OR10G8']
ENSG00000234602	['MCIDAS', 'MCIN', 'MCI', 'IDAS']
ENSG00000234616	['JRK', 'JH8', 'jerky']
ENSG00000234631	['AL162407.1']
ENSG00000234719	['RP11-166B2.1']
ENSG00000234734	['SPATA31A7', 'FAM75A7', 'FAM75A4']
ENSG00000234745	['HLA-B', 'AS']
ENSG00000234769	['WASH4P']
ENSG00000234776	['C11orf94']
ENSG00000234829	['IFNA17', 'LEIF2C1', 'IFN-alphaI']
ENSG00000234857	['HNRNPUL2-BSCL2']
ENSG00000234906	['APOC2']
ENSG00000234949	['AC104667.3']
ENSG00000234965	['SHISA8', 'C22orf17', 'Orf26']
ENSG00000234972	['TBC1D3C', 'MGC44903']
ENSG00000235034	['C19orf81']
ENSG00000235098	['ANKRD65']
ENSG00000235109	['ZSCAN31', 'ZNF310P', 'ZNF323']
ENSG00000235156	['TMEM30C']
ENSG00000235162	['C12orf75', 'OCC-1', 'OCC1', 'AGD3']
ENSG00000235169	['SMIM1', 'Vel']
ENSG00000235173	['FAM203A']
ENSG00000235194	['PPP1R3E', 'FLJ00089']
ENSG00000235249	['OR4F29']
ENSG00000235268	['KDM4E', 'KDM4DL', 'JMJD2E', 'KDM5E']
ENSG00000235376	['RPEL1']
ENSG00000235478	['AC006946.15']
ENSG00000235531	['RP11-383H13.1']
ENSG00000235568	['NFAM1', 'CNAIP']
ENSG00000235604	['SPANXB1', 'SPANXF1', 'SPANXF2', 'CT11.2']
ENSG00000235608	['NKX1-1', 'HSPX153']
ENSG00000235631	['RNF148', 'MGC35222']
ENSG00000235645	['RP11-242G20.1']
ENSG00000235699	['CXorf51B']
ENSG00000235705	['AL133481.1']
ENSG00000235711	['ANKRD34C']
ENSG00000235718	['MFRP', 'FLJ30570', 'rd6', 'NNO2']
ENSG00000235750	['KIAA0040']
ENSG00000235780	['USP17L27']
ENSG00000235863	['B3GALT4', 'beta3Gal-T4', 'GalT4']
ENSG00000235878	['AP001468.1']
ENSG00000235896	['IGKV3D-7']
ENSG00000235931	['C10orf40']
ENSG00000235942	['LCE6A', 'C1orf44']
ENSG00000235961	['PNMA6C']
ENSG00000235978	['AC018816.3']
ENSG00000236027	['PATE3', 'PATE-DJ', 'HEL-127']
ENSG00000236029	['AL953854.2']
ENSG00000236032	['OR5H14']
ENSG00000236104	['ZBTB22', 'ZNF297', 'BING1', 'ZNF297A', 'fruitless', 'fru', 'ZBTB22A']
ENSG00000236125	['USP17L4']
ENSG00000236126	['CT47A3', 'CT47.3']
ENSG00000236170	['IGHD1-1']
ENSG00000236249	['GAGE2C']
ENSG00000236279	['CLEC2L', 'FLJ32986']
ENSG00000236287	['ZBED5', 'Buster1']
ENSG00000236294	['TSRM']
ENSG00000236311	['TLX1NB']
ENSG00000236320	['SLFN14']
ENSG00000236334	['PPIAL4G']
ENSG00000236338	['AC015987.2']
ENSG00000236362	['GAGE12F', 'OTTHUMG00000024147']
ENSG00000236371	['CT47A1', 'CT47.1']
ENSG00000236398	['TAS2R39']
ENSG00000236424	['TSPY10']
ENSG00000236446	['CT47B1', 'CT47.13']
ENSG00000236597	['IGHD7-27']
ENSG00000236609	['ZNF853', 'DKFZp434J1015']
ENSG00000236621	['OR52E1', 'OR52E1P']
ENSG00000236624	['CCDC163P']
ENSG00000236637	['IFNA4', 'MGC142200', 'IFN-alpha4a']
ENSG00000236669	['AC006372.1']
ENSG00000236699	['ARHGEF38', 'FLJ20184']
ENSG00000236734	['GRIFIN']
ENSG00000236737	['GAGE12B', 'OTTHUMG00000024142']
ENSG00000236761	['CTAGE9']
ENSG00000236882	['C5orf27']
ENSG00000236939	['C8orf56']
ENSG00000236980	['C3orf84']
ENSG00000236981	['OR10G9', 'OR10G10P']
ENSG00000237020	['IGHD1-20']
ENSG00000237038	['USP17L8']
ENSG00000237102	['AC040160.1']
ENSG00000237110	['TAAR9', 'TRAR3', 'TA3', 'TAR3']
ENSG00000237136	['C4orf51']
ENSG00000237172	['B3GNT9', 'MGC4655']
ENSG00000237190	['CDKN2AIPNL', 'MGC13017']
ENSG00000237197	['IGHD1-7']
ENSG00000237198	['FAM27E1']
ENSG00000237235	['TRDD2']
ENSG00000237247	['MBD3L5']
ENSG00000237254	['TRBV30']
ENSG00000237289	['CKMT1B', 'CKMT', 'UMTCK']
ENSG00000237330	['RNF223']
ENSG00000237353	['PATE4', 'FLJ41047', 'PATE-B']
ENSG00000237388	['OR4A47']
ENSG00000237412	['PRSS56']
ENSG00000237435	['RP11-147C23.1']
ENSG00000237440	['ZNF737', 'ZNF102']
ENSG00000237441	['RGL2', 'RAB2L', 'KE1.5', 'HKE1.5']
ENSG00000237452	['AC074212.3']
ENSG00000237515	['SHISA9']
ENSG00000237521	['OR7E24', 'OR7E24P', 'OR19-8', 'HSHT2', 'OR7E24Q']
ENSG00000237524	['AC114783.1']
ENSG00000237541	['HLA-DQA2', 'HLA-DXA']
ENSG00000237597	['GAGE13', 'GAGE12A', 'OTTHUMG00000024138']
ENSG00000237649	['KIFC1', 'KNSL2', 'HSET']
ENSG00000237651	['C2orf74', 'LOC339804']
ENSG00000237671	['GAGE12C', 'OTTHUMG00000024144']
ENSG00000237683	['AL627309.1']
ENSG00000237693	['IRGM', 'IRGM1', 'LRG47', 'LRG-47', 'IFI1']
ENSG00000237702	['TRBV3-1']
ENSG00000237763	['AMY1A', 'AMY1']
ENSG00000237765	['FAM200B', 'C4orf53']
ENSG00000237787	['C3orf79']
ENSG00000237847	['FAM231A']
ENSG00000237896	['AC005008.2']
ENSG00000237957	['CT47A5', 'CT47.5']
ENSG00000238074	['TSPY6P']
ENSG00000238083	['LRRC37A2', 'FLJ45049']
ENSG00000238091	['AC016745.1']
ENSG00000238205	['MPC1L', 'SLC54A3']
ENSG00000238227	['C9orf69']
ENSG00000238243	['OR2W3', 'OR2W8P', 'OR2W3P', 'OST718']
ENSG00000238244	['GABARAPL3']
ENSG00000238269	['PAGE2B', 'CT16.5']
ENSG00000239264	['TXNDC5', 'MGC3178', 'FLJ21353', 'FLJ90810', 'EndoPDI', 'Hcc-2', 'ERp46', 'PDIA15']
ENSG00000239282	['GATSL3']
ENSG00000239305	['RNF103', 'ZFP103', 'hkf-1', 'KF1']
ENSG00000239306	['RBM14', 'SYTIP1', 'COAA', 'DKFZp779J0927']
ENSG00000239332	['LINC01119']
ENSG00000239382	['ALKBH6', 'MGC15677']
ENSG00000239388	['ASB14', 'DKFZp313L0121']
ENSG00000239389	['PCDHA13']
ENSG00000239474	['KLHL41', 'KBTBD10', 'SARCOSIN', 'Krp1']
ENSG00000239511	['POM121L7']
ENSG00000239571	['IGKV2D-30']
ENSG00000239590	['OR1J4', 'HTPCRX01', 'HSHTPCRX01']
ENSG00000239605	['C2orf61']
ENSG00000239665	['RP11-295P9.3']
ENSG00000239672	['NME1', 'NM23', 'NM23-H1', 'NDPKA']
ENSG00000239697	['TNFSF12', 'TWEAK', 'DR3LG', 'APO3L']
ENSG00000239704	['CDRT4', 'FLJ36674']
ENSG00000239713	['APOBEC3G', 'CEM15', 'MDS019', 'dJ494G10.1', 'FLJ12740', 'bK150C2.7']
ENSG00000239732	['TLR9', 'CD289']
ENSG00000239779	['WBP1', 'WBP-1']
ENSG00000239789	['MRPS17', 'HSPC011', 'RPMS17', 'MRP-S17']
ENSG00000239810	['WI2-3308P17.2']
ENSG00000239819	['IGKV1D-8']
ENSG00000239839	['DEFA3', 'DEF3', 'HNP-3']
ENSG00000239855	['IGKV1-6']
ENSG00000239857	['GET4', 'C7orf20', 'CGI-20', 'H_NH1244M04.5', 'CEE', 'TRC35']
ENSG00000239862	['IGKV1-37']
ENSG00000239886	['KRTAP9-2', 'KAP9.2']
ENSG00000239887	['C1orf226', 'FLJ13137']
ENSG00000239900	['ADSL']
ENSG00000239951	['IGKV3-20']
ENSG00000239961	['LILRA4', 'ILT7', 'CD85g']
ENSG00000239975	['IGKV1D-33']
ENSG00000239998	['LILRA2', 'LIR-7', 'ILT1', 'CD85h', 'LIR7']
ENSG00000240021	['TEX35', 'C1orf49', 'DKFZP564J047', 'TSC24']
ENSG00000240038	['AMY2B']
ENSG00000240041	['IGHJ4']
ENSG00000240053	['LY6G5B', 'C6orf19', 'G5b']
ENSG00000240065	['PSMB9', 'LMP2', 'RING12', 'beta1i', 'PSMB6i']
ENSG00000240184	['PCDHGC3']
ENSG00000240204	['SMKR1']
ENSG00000240224	['UGT1A5']
ENSG00000240230	['COX19', 'MGC104475']
ENSG00000240240	['RP11-146D12.2']
ENSG00000240247	['DEFA1B']
ENSG00000240257	['GAGE2D', 'GAGE8']
ENSG00000240303	['ACAD11', 'FLJ12592']
ENSG00000240344	['PPIL3', 'CyPJ']
ENSG00000240382	['IGKV1-17']
ENSG00000240386	['LCE1F', 'LEP6']
ENSG00000240403	['KIR3DL2', 'cl-5', 'nkat4', 'nkat4a', 'nkat4b', 'CD158K']
ENSG00000240432	['KRTAP13-3', 'KAP13.3']
ENSG00000240505	['TNFRSF13B', 'TACI', 'CD267', 'IGAD2']
ENSG00000240510	['AL589765.1']
ENSG00000240542	['KRTAP9-1', 'KRTAP9L3', 'KAP9.1']
ENSG00000240563	['L1TD1', 'FLJ10884', 'ECAT11']
ENSG00000240583	['AQP1', 'CO', 'CHIP28']
ENSG00000240654	['C1QTNF9', 'MGC48915', 'CTRP9', 'C1QTNF9A', 'AQL1']
ENSG00000240671	['IGKV1-8']
ENSG00000240682	['ISY1', 'KIAA1160', 'fSAP33']
ENSG00000240694	['PNMA2', 'MA2', 'RGAG2']
ENSG00000240720	['LRRD1', 'IMAGE:4798971']
ENSG00000240747	['KRBOX1']
ENSG00000240764	['PCDHGC5']
ENSG00000240771	['ARHGEF25', 'GEFT', 'p63RhoGEF']
ENSG00000240834	['IGKV1D-12']
ENSG00000240849	['TMEM189', 'Kua']
ENSG00000240857	['RDH14', 'SDR7C4']
ENSG00000240864	['IGKV1-16']
ENSG00000240871	['KRTAP4-7', 'KAP4.7']
ENSG00000240891	['PLCXD2', 'FLJ31579']
ENSG00000240972	['MIF', 'GLIF']
ENSG00000241043	['GVQW1', 'TIGD1L2', 'bA205M20.5']
ENSG00000241058	['NSUN6', 'NOPD1', 'ARL5B-AS1', 'FLJ23743']
ENSG00000241106	['HLA-DOB']
ENSG00000241119	['UGT1A9']
ENSG00000241123	['KRTAP10-5', 'KRTAP18-5', 'KAP10.5', 'KAP18.5']
ENSG00000241127	['YAE1D1']
ENSG00000241128	['OR14A2', 'OR5AX1P', 'OR5AX1']
ENSG00000241186	['TDGF1', 'CRIPTO', 'Cripto-1']
ENSG00000241233	['KRTAP5-8', 'KRTAP5.8', 'UHSKerB']
ENSG00000241241	['KRTAP4-16P']
ENSG00000241244	['IGKV1D-16']
ENSG00000241258	['CRCP', 'CGRP-RCP', 'RCP', 'RPC9']
ENSG00000241294	['IGKV2-24']
ENSG00000241322	['CDRT1', 'FBXW10P1', 'HREP', 'SM25H2', 'FBXW10B']
ENSG00000241343	['RPL36A', 'RPL44', 'L36A']
ENSG00000241351	['IGKV3-11']
ENSG00000241356	['OR5G3', 'OR5G6P', 'OR5G3P']
ENSG00000241360	['PDXP', 'dJ37E16.5', 'FLJ32703', 'CIN']
ENSG00000241370	['RPP21', 'C6orf135', 'FLJ22638', 'Em:AB014085.3']
ENSG00000241399	['CD302', 'DCL-1', 'KIAA0022', 'BIMLEC', 'CLEC13A']
ENSG00000241404	['EGFL8', 'C6orf8', 'NG3']
ENSG00000241465	['GAGE12I', 'GAGE7B', 'OTTHUMG00000067390']
ENSG00000241468	['ATP5J2']
ENSG00000241476	['SSX2', 'SSX', 'HOM-MEL-40', 'HD21', 'MGC3884', 'MGC15364', 'MGC119055', 'CT5.2a']
ENSG00000241484	['ARHGAP8', 'FLJ20185', 'BPGAP1']
ENSG00000241553	['ARPC4', 'p20-Arc', 'ARC20']
ENSG00000241563	['CORT', 'MGC32686']
ENSG00000241566	['IGKV2D-24']
ENSG00000241595	['KRTAP9-4', 'KAP9.4']
ENSG00000241598	['KRTAP5-4', 'KRTAP5.4']
ENSG00000241635	['UGT1A8']
ENSG00000241644	['INMT']
ENSG00000241685	['ARPC1A', 'SOP2Hs', 'SOP2L', 'Arc40']
ENSG00000241697	['TMEFF1', 'C9orf2', 'H7365', 'CT120.1']
ENSG00000241755	['IGKV1-9']
ENSG00000241794	['SPRR2A']
ENSG00000241837	['ATP5O']
ENSG00000241839	['PLEKHO2', 'PLEKHQ1', 'DKFZp761K2312', 'PP1628', 'pp9099']
ENSG00000241852	['C8orf58', 'FLJ34715']
ENSG00000241878	['PISD', 'dJ858B16.2', 'PSDC']
ENSG00000241935	['HOGA1', 'C10orf65', 'DHDPSL', 'FLJ37472', 'DHDPS2', 'NPL2']
ENSG00000241945	['PWP2', 'PWP2H', 'EHOC-17', 'UTP1']
ENSG00000241962	['C2orf15', 'MGC29762']
ENSG00000241973	['PI4KA', 'PIK4CA', 'PI4K-ALPHA', 'pi4K230']
ENSG00000241978	['AKAP2', 'PRKA2', 'AKAP-KL', 'KIAA0920', 'DKFZp564L0716', 'MISP2']
ENSG00000242013	['USP27X', 'USP27']
ENSG00000242019	['KIR3DL3', 'KIRC1', 'KIR3DL7', 'KIR44', 'CD158z']
ENSG00000242028	['HYPK', 'C15orf63', 'HSPC136', 'FLJ20431']
ENSG00000242076	['IGKV1-33']
ENSG00000242107	['LINC01100']
ENSG00000242110	['AMACR', 'RACE', 'P504S']
ENSG00000242114	['MTFP1', 'MTP18', 'HSPC242']
ENSG00000242173	['ARHGDIG', 'RHOGDI-3']
ENSG00000242180	['OR51B5']
ENSG00000242185	['CT45A2', 'CT45-2', 'CT45.2']
ENSG00000242220	['TCP10L', 'PRED77']
ENSG00000242221	['PSG2', 'PSBG2', 'PSGGB']
ENSG00000242247	['ARFGAP3']
ENSG00000242252	['BGLAP', 'OCN']
ENSG00000242259	['C22orf39', 'MGC74441']
ENSG00000242265	['PEG10', 'KIAA1051', 'MEF3L', 'RGAG3', 'Mar2', 'Mart2', 'SIRH1', 'RTL2']
ENSG00000242284	['CT45A5', 'CT45-5', 'CT45.5']
ENSG00000242362	['CT47A2', 'CT47.2']
ENSG00000242366	['UGT1A1']
ENSG00000242371	['IGKV1-39']
ENSG00000242372	['EIF6', 'ITGB4BP', 'p27BBP', 'b(2)gcn']
ENSG00000242384	['TBC1D3H']
ENSG00000242389	['RBMY1E']
ENSG00000242419	['PCDHGC4']
ENSG00000242441	['GTF2A1L', 'ALF']
ENSG00000242472	['IGHJ5']
ENSG00000242485	['MRPL20', 'FLJ10024']
ENSG00000242498	['C15orf38']
ENSG00000242515	['UGT1A10']
ENSG00000242534	['IGKV2D-28']
ENSG00000242550	['SERPINB10', 'PI10', 'bomapin']
ENSG00000242574	['HLA-DMB', 'D6S221E', 'RING7']
ENSG00000242580	['IGKV1D-43']
ENSG00000242612	['DECR2', 'PDCR', 'SDR17C1']
ENSG00000242616	['GNG10']
ENSG00000242631	['RP11-508N12.4']
ENSG00000242689	['CNTF', 'HCNTF']
ENSG00000242715	['CCDC169', 'C13orf38', 'RP11-251J8.1', 'LOC728591']
ENSG00000242732	['RGAG4']
ENSG00000242766	['IGKV1D-17']
ENSG00000242802	['AP5Z1', 'KIAA0415', 'SPG48', 'zeta']
ENSG00000242852	['ZNF709', 'FLJ38281']
ENSG00000242866	['STRC', 'DFNB16']
ENSG00000242875	['RBMY1B']
ENSG00000242887	['IGHJ3']
ENSG00000242950	['ERVW-1', 'ERVWE1', 'HERV-W', 'HERV-W-ENV', 'HERVW', 'HERV-7q', 'envW']
ENSG00000243056	['EIF4EBP3', '4E-BP3']
ENSG00000243063	['IGKV3-7']
ENSG00000243073	['PRAMEF4', 'RP5-845O24.6']
ENSG00000243130	['PSG11', 'PSG13', 'PSG14', 'MGC22484']
ENSG00000243135	['UGT1A3']
ENSG00000243137	['PSG4']
ENSG00000243147	['MRPL33', 'C2orf1', 'RPL33L']
ENSG00000243156	['MICAL3', 'KIAA0819']
ENSG00000243207	['PPAN-P2RY11']
ENSG00000243232	['PCDHAC2']
ENSG00000243238	['IGKV2-30']
ENSG00000243244	['STON1', 'SBLF', 'stoned-b1']
ENSG00000243251	['PGBD3', 'FLJ90201']
ENSG00000243264	['IGKV2D-29']
ENSG00000243279	['PRAF2', 'JM4', 'Yip6a']
ENSG00000243284	['VSIG8']
ENSG00000243290	['IGKV1-12']
ENSG00000243317	['C7orf73']
ENSG00000243335	['KCTD7', 'FLJ32069', 'EPM3', 'CLN14']
ENSG00000243364	['EFNA4', 'EPLG4', 'LERK4']
ENSG00000243414	['TICAM2', 'TRAM', 'TICAM-2', 'TIRP']
ENSG00000243440	['AF165138.7']
ENSG00000243444	['PALM2']
ENSG00000243449	['C4orf48']
ENSG00000243452	['NBPF15', 'MGC8902']
ENSG00000243466	['IGKV1-5']
ENSG00000243477	['NAT6']
ENSG00000243480	['AMY2A', 'AMY2']
ENSG00000243489	['KRTAP10-11', 'KRTAP18-11', 'KRTAP18.11', 'KAP18.11', 'KAP10.11']
ENSG00000243501	['RP11-257K9.8']
ENSG00000243509	['TNFRSF6B', 'DcR3', 'DCR3', 'TR6', 'M68']
ENSG00000243543	['WFDC6', 'C20orf171', 'dJ461P17.11', 'WAP6']
ENSG00000243566	['UPK3B', 'MGC10902', 'UPIIIb', 'FLJ32198']
ENSG00000243587	['C6orf183']
ENSG00000243627	['AP000322.53']
ENSG00000243641	['OR13C7P']
ENSG00000243646	['IL10RB', 'CRFB4', 'D21S58', 'D21S66', 'CRF2-4', 'CDW210B', 'IL-10R2']
ENSG00000243649	['CFB', 'BFD', 'BF', 'H2-Bf']
ENSG00000243660	['ZNF487', 'KRBO1', 'ZNF487P']
ENSG00000243667	['WDR92', 'FLJ31741', 'Monad']
ENSG00000243678	['NME1-NME2']
ENSG00000243696	['RP5-966M1.6']
ENSG00000243708	['PLA2G4B', 'cPLA2-beta', 'HsT16992']
ENSG00000243709	['LEFTY1', 'LEFTB', 'LEFTYB']
ENSG00000243710	['WDR65']
ENSG00000243716	['NPIPB5']
ENSG00000243725	['TTC4', 'MGC5097', 'FLJ41930', 'CNS1']
ENSG00000243729	['OR5V1', 'hs6M1-21']
ENSG00000243749	['ZMYM6NB']
ENSG00000243772	['KIR2DL3', 'cl-6', 'nkat2', 'nkat2a', 'nkat2b', 'p58', 'CD158B2']
ENSG00000243789	['JMJD7']
ENSG00000243811	['APOBEC3D', 'APOBEC3E', 'APOBEC3DE']
ENSG00000243896	['OR2A7', 'HSDJ0798C17']
ENSG00000243910	['TUBA4B', 'TUBA4', 'FLJ13940']
ENSG00000243927	['MRPS6', 'C21orf101', 'MRP-S6', 'RPMS6']
ENSG00000243943	['ZNF512', 'KIAA1805']
ENSG00000243955	['GSTA1']
ENSG00000243978	['RGAG1']
ENSG00000243989	['ACY1']
ENSG00000244005	['NFS1', 'NifS', 'IscS']
ENSG00000244020	['MT1HL1', 'MT1P2']
ENSG00000244025	['KRTAP19-3', 'KAP19.3']
ENSG00000244038	['DDOST', 'OST', 'KIAA0115', 'OST48', 'GATD6']
ENSG00000244045	['TMEM199', 'C17orf32', 'MGC45714', 'VPH2', 'VMA12']
ENSG00000244057	['LCE3C', 'SPRL3A', 'LEP15']
ENSG00000244067	['GSTA2', 'GST2']
ENSG00000244094	['SPRR2F']
ENSG00000244115	['DNAJC25-GNG10']
ENSG00000244116	['IGKV2-28']
ENSG00000244122	['UGT1A7']
ENSG00000244165	['P2RY11', 'P2Y11']
ENSG00000244187	['TMEM141', 'MGC14141']
ENSG00000244242	['IFITM10', 'DSPA3']
ENSG00000244274	['DBNDD2', 'C20orf35', 'HSMNP1']
ENSG00000244291	['C7orf13']
ENSG00000244355	['LY6G6D', 'C6orf23', 'Ly6-D', 'G6D', 'LY6-D', 'NG25']
ENSG00000244362	['KRTAP19-7', 'KAP19.7']
ENSG00000244395	['RBMY1D']
ENSG00000244405	['ETV5', 'ERM']
ENSG00000244411	['KRTAP5-7', 'KRTAP5.7']
ENSG00000244414	['CFHR1', 'HFL1', 'CFHL1', 'CFHR1P', 'HFL2', 'CFHL1P', 'H36-1', 'FHR1', 'CFHL', 'H36-2']
ENSG00000244437	['IGKV3-15']
ENSG00000244462	['RBM12', 'HRIHFB2091', 'KIAA0765', 'SWAN']
ENSG00000244474	['UGT1A4']
ENSG00000244476	['ERVFRD-1', 'HERV-W/FRD', 'HERV-FRD', 'envFRD', 'ERVFRDE1', 'syncytin-2']
ENSG00000244482	['LILRA6', 'LILRB6', 'ILT8', 'CD85b']
ENSG00000244486	['SCARF2', 'SREC-II', 'SREC2', 'HUMZD58C02']
ENSG00000244509	['APOBEC3C', 'APOBEC1L', 'PBI', 'bK150C2.3', 'ARDC2', 'ARDC4']
ENSG00000244537	['KRTAP4-2', 'KAP4.2']
ENSG00000244575	['IGKV1-27']
ENSG00000244588	['RAD21L1', 'dJ545L17.2', 'RAD21L']
ENSG00000244607	['CCDC13', 'FLJ25467']
ENSG00000244617	['ASPRV1', 'Taps', 'SASPase', 'FLJ25084']
ENSG00000244623	['OR2AE1', 'OR2AE2']
ENSG00000244624	['KRTAP20-1', 'KAP20.1']
ENSG00000244682	['FCGR2C', 'hFcRII-C', 'CD32C']
ENSG00000244687	['UBE2V1', 'UBE2V', 'UEV-1', 'CROC-1', 'UEV1A', 'CROC1']
ENSG00000244693	['CTAGE8']
ENSG00000244694	['PTCHD4', 'C6orf138', 'dJ402H5.2', 'FLJ41841', 'PTCH53']
ENSG00000244731	['C4A', 'CPAMD2', 'C4S', 'CO4', 'C4', 'C4A3', 'C4A2', 'C4A4', 'C4A6', 'RG']
ENSG00000244734	['HBB', 'CD113t-C', 'beta-globin']
ENSG00000244752	['CRYBB2', 'CCA2', 'CRYB2A', 'CRYB2']
ENSG00000244754	['N4BP2L2', 'CG005', 'PFAAP5']
ENSG00000245017	['RP11-181C3.1']
ENSG00000245317	['CTC-241N9.1']
ENSG00000245680	['ZNF585B', 'FLJ14928', 'SZFP41']
ENSG00000245848	['CEBPA', 'CEBP', 'C/EBP-alpha']
ENSG00000245888	['CTD-3203P2.2']
ENSG00000246223	['C14orf64']
ENSG00000246366	['RP11-382J12.1']
ENSG00000246705	['H2AFJ', 'FLJ10903', 'MGC921']
ENSG00000246922	['UBAP1L']
ENSG00000247077	['PGAM5', 'MGC5352', 'BXLBv68']
ENSG00000247121	['CTD-2260A17.2']
ENSG00000247270	['AC132186.1']
ENSG00000247596	['TWF2', 'PTK9L', 'A6RP', 'A6r']
ENSG00000247626	['MARS2', 'mtMetRS', 'SPAX3']
ENSG00000247746	['USP51']
ENSG00000248050	['RP11-422N16.3']
ENSG00000248098	['BCKDHA', 'OVD1A', 'MSU']
ENSG00000248099	['INSL3', 'RLNL', 'MGC119818', 'MGC119819']
ENSG00000248144	['ADH1C', 'ADH3']
ENSG00000248167	['TRIM39-RPP21']
ENSG00000248235	['AC037459.4']
ENSG00000248333	['CDK11B', 'CDC2L1']
ENSG00000248369	['RP11-62N21.1']
ENSG00000248383	['PCDHAC1']
ENSG00000248385	['TARM1']
ENSG00000248405	['PRR5-ARHGAP8']
ENSG00000248458	['AL139147.1']
ENSG00000248469	['RP11-826N14.2']
ENSG00000248483	['POU5F2', 'SPRM-1', 'FLJ25680']
ENSG00000248485	['PCP4L1', 'IQM1']
ENSG00000248487	['ABHD14A', 'DKFZP564O243', 'DORZ1']
ENSG00000248511	['RP11-9B6.1']
ENSG00000248540	['RP11-247C2.2']
ENSG00000248592	['TMEM110-MUSTN1']
ENSG00000248643	['RBM14-RBM4']
ENSG00000248672	['LY75-CD302']
ENSG00000248710	['RP11-432B6.3']
ENSG00000248712	['CCDC153', 'LOC283152']
ENSG00000248713	['RP11-766F14.2']
ENSG00000248727	['CTC-236F12.4']
ENSG00000248746	['ACTN3']
ENSG00000248751	['RP1-130H16.18']
ENSG00000248789	['CTD-2203A3.1']
ENSG00000248801	['RP11-664D7.4']
ENSG00000248835	['AL357673.1']
ENSG00000248871	['TNFSF12-TNFSF13']
ENSG00000248874	['C5orf17']
ENSG00000248905	['FMN1', 'FMN', 'DKFZP686C2281', 'FLJ45135', 'MGC125288', 'MGC125289']
ENSG00000248919	['ATP5J2-PTCD1']
ENSG00000248920	['USP17L19']
ENSG00000248933	['USP17L22']
ENSG00000248993	['XXbac-BPG181M17.5']
ENSG00000249008	['RP11-487E13.1']
ENSG00000249016	['RP11-45H22.3']
ENSG00000249034	['AC005609.1']
ENSG00000249049	['RP11-763F8.1']
ENSG00000249087	['C1orf213']
ENSG00000249104	['USP17L17']
ENSG00000249109	['RP11-1026M7.2']
ENSG00000249115	['HAUS5', 'KIAA0841', 'dgt5']
ENSG00000249139	['EPPIN-WFDC6']
ENSG00000249141	['RP11-514O12.4']
ENSG00000249158	['PCDHA11']
ENSG00000249160	['RP11-1C1.5']
ENSG00000249209	['AP000304.12']
ENSG00000249222	['ATP5L2']
ENSG00000249240	['AC069368.3']
ENSG00000249242	['TMEM150C', 'FLJ12993', 'TTN3']
ENSG00000249319	['AC068533.7']
ENSG00000249428	['RP11-503N18.3']
ENSG00000249437	['NAIP', 'BIRC1', 'NLRB1']
ENSG00000249459	['ZNF286B', 'ZNF286L', 'ZNF286C', 'ZNF590']
ENSG00000249471	['ZNF324B', 'FLJ45850']
ENSG00000249481	['SPATS1', 'FLJ25442', 'SRSP1']
ENSG00000249581	['CLRN2']
ENSG00000249590	['RP4-539M6.19']
ENSG00000249624	['AP000295.9']
ENSG00000249679	['RP11-279O9.4']
ENSG00000249693	['THEGL']
ENSG00000249709	['ZNF564', 'MGC26914']
ENSG00000249715	['FER1L5', 'DKFZp434I0121']
ENSG00000249730	['OR10J4', 'OR10J4P', 'OST717']
ENSG00000249751	['ECSCR', 'ECSM2', 'ARIA']
ENSG00000249811	['USP17L21']
ENSG00000249852	['AC145676.2']
ENSG00000249853	['HS3ST5', '3-OST-5']
ENSG00000249860	['MTRNR2L5']
ENSG00000249861	['LGALS16']
ENSG00000249884	['RNF103-CHMP3']
ENSG00000249915	['PDCD6', 'ALG-2', 'PEF1B']
ENSG00000249931	['GOLGA8K']
ENSG00000249948	['GBA3', 'KLrP']
ENSG00000249961	['CCDC79']
ENSG00000249992	['TMEM158', 'RIS1', 'p40BBp']
ENSG00000250021	['C15orf38-AP3S2']
ENSG00000250036	['IGKV1D-37']
ENSG00000250038	['RP11-180C1.1']
ENSG00000250067	['YJEFN3', 'hYjeF_N3-19p13.11', 'FLJ44968']
ENSG00000250091	['DNAH10OS', 'FLJ45278']
ENSG00000250120	['PCDHA10']
ENSG00000250127	['CTD-2117L12.1']
ENSG00000250151	['ARPC4-TTLL3']
ENSG00000250173	['RP11-661C8.3']
ENSG00000250210	['RP11-585F1.10']
ENSG00000250232	['AF196779.12']
ENSG00000250254	['PTTG2']
ENSG00000250298	['GIMD1']
ENSG00000250305	['KIAA1456']
ENSG00000250312	['ZNF718', 'FLJ90036']
ENSG00000250317	['SMIM20', 'C4orf52', 'PNX', 'MITRAC7']
ENSG00000250349	['TM4SF2']
ENSG00000250361	['GYPB', 'GPB', 'SS', 'CD235b']
ENSG00000250423	['KIAA1210']
ENSG00000250479	['CHCHD10', 'C22orf16', 'N27C7-4', 'MIX17A']
